"","ent","year","migr","equal_marriage","from_equal","from_non_equal","unempl","income","lgbt","discrim","dm_migr","dm_unemp","dm_income","Estado","Vivienda"
"930",28,2019,0.0377179681576952,0,16,179,0.569243986254296,6767.3638996139,0.48780487804878,0.05,0.00465828089994183,0.0220688460718547,0.0220688460718547,"Tamaulipas",135.86
"931",28,2020,0.0299925484351714,0,37,117,0.556345092793847,7270.74308300395,0.48780487804878,0.05,-0.00306713882258201,0.0091699526114063,0.0091699526114063,"Tamaulipas",98.19
"932",28,2020,0.0299925484351714,0,37,117,0.556345092793847,7270.74308300395,0.48780487804878,0.05,-0.00306713882258201,0.0091699526114063,0.0091699526114063,"Tamaulipas",103.63
"933",28,2020,0.0299925484351714,0,37,117,0.556345092793847,7270.74308300395,0.48780487804878,0.05,-0.00306713882258201,0.0091699526114063,0.0091699526114063,"Tamaulipas",111.21
"934",28,2020,0.0299925484351714,0,37,117,0.556345092793847,7270.74308300395,0.48780487804878,0.05,-0.00306713882258201,0.0091699526114063,0.0091699526114063,"Tamaulipas",118.52
"935",28,2020,0.0299925484351714,0,37,117,0.556345092793847,7270.74308300395,0.48780487804878,0.05,-0.00306713882258201,0.0091699526114063,0.0091699526114063,"Tamaulipas",127.88
"936",28,2020,0.0299925484351714,0,37,117,0.556345092793847,7270.74308300395,0.48780487804878,0.05,-0.00306713882258201,0.0091699526114063,0.0091699526114063,"Tamaulipas",135.86
"937",28,2021,0.0384533673252603,0,42,134,0.530626973387461,7751.262447927,0.48780487804878,0.05,0.00539368006750686,-0.0165481667949803,-0.0165481667949803,"Tamaulipas",98.19
"938",28,2021,0.0384533673252603,0,42,134,0.530626973387461,7751.262447927,0.48780487804878,0.05,0.00539368006750686,-0.0165481667949803,-0.0165481667949803,"Tamaulipas",103.63
"939",28,2021,0.0384533673252603,0,42,134,0.530626973387461,7751.262447927,0.48780487804878,0.05,0.00539368006750686,-0.0165481667949803,-0.0165481667949803,"Tamaulipas",111.21
"940",28,2021,0.0384533673252603,0,42,134,0.530626973387461,7751.262447927,0.48780487804878,0.05,0.00539368006750686,-0.0165481667949803,-0.0165481667949803,"Tamaulipas",118.52
"941",28,2021,0.0384533673252603,0,42,134,0.530626973387461,7751.262447927,0.48780487804878,0.05,0.00539368006750686,-0.0165481667949803,-0.0165481667949803,"Tamaulipas",127.88
"942",28,2021,0.0384533673252603,0,42,134,0.530626973387461,7751.262447927,0.48780487804878,0.05,0.00539368006750686,-0.0165481667949803,-0.0165481667949803,"Tamaulipas",135.86
"943",28,2022,0.0239984517127927,0,37,84,0.542522734927585,8437.5494100295,0.48780487804878,0.05,-0.00906123554496067,-0.00465240525485577,-0.00465240525485577,"Tamaulipas",98.19
"944",28,2022,0.0239984517127927,0,37,84,0.542522734927585,8437.5494100295,0.48780487804878,0.05,-0.00906123554496067,-0.00465240525485577,-0.00465240525485577,"Tamaulipas",103.63
"945",28,2022,0.0239984517127927,0,37,84,0.542522734927585,8437.5494100295,0.48780487804878,0.05,-0.00906123554496067,-0.00465240525485577,-0.00465240525485577,"Tamaulipas",111.21
"946",28,2022,0.0239984517127927,0,37,84,0.542522734927585,8437.5494100295,0.48780487804878,0.05,-0.00906123554496067,-0.00465240525485577,-0.00465240525485577,"Tamaulipas",118.52
"947",28,2022,0.0239984517127927,0,37,84,0.542522734927585,8437.5494100295,0.48780487804878,0.05,-0.00906123554496067,-0.00465240525485577,-0.00465240525485577,"Tamaulipas",127.88
"948",28,2022,0.0239984517127927,0,37,84,0.542522734927585,8437.5494100295,0.48780487804878,0.05,-0.00906123554496067,-0.00465240525485577,-0.00465240525485577,"Tamaulipas",135.86
"949",29,2017,0.0120048019207683,0,8,32,0.542752683099422,4588.71133460179,0.5,0.0222222222222222,0.00189372198616199,0.0107498587066964,0.0107498587066964,"Tlaxcala",97.61
"950",29,2017,0.0120048019207683,0,8,32,0.542752683099422,4588.71133460179,0.5,0.0222222222222222,0.00189372198616199,0.0107498587066964,0.0107498587066964,"Tlaxcala",104.09
"951",29,2017,0.0120048019207683,0,8,32,0.542752683099422,4588.71133460179,0.5,0.0222222222222222,0.00189372198616199,0.0107498587066964,0.0107498587066964,"Tlaxcala",111.12
"952",29,2017,0.0120048019207683,0,8,32,0.542752683099422,4588.71133460179,0.5,0.0222222222222222,0.00189372198616199,0.0107498587066964,0.0107498587066964,"Tlaxcala",116.27
"953",29,2017,0.0120048019207683,0,8,32,0.542752683099422,4588.71133460179,0.5,0.0222222222222222,0.00189372198616199,0.0107498587066964,0.0107498587066964,"Tlaxcala",124.55
"954",29,2017,0.0120048019207683,0,8,32,0.542752683099422,4588.71133460179,0.5,0.0222222222222222,0.00189372198616199,0.0107498587066964,0.0107498587066964,"Tlaxcala",131.74
"955",29,2018,0.00823672971323978,0,5,22,0.539585579111271,5054.33472222222,0.5,0.0222222222222222,-0.00187435022136653,0.00758275471854508,0.00758275471854508,"Tlaxcala",97.61
"956",29,2018,0.00823672971323978,0,5,22,0.539585579111271,5054.33472222222,0.5,0.0222222222222222,-0.00187435022136653,0.00758275471854508,0.00758275471854508,"Tlaxcala",104.09
"957",29,2018,0.00823672971323978,0,5,22,0.539585579111271,5054.33472222222,0.5,0.0222222222222222,-0.00187435022136653,0.00758275471854508,0.00758275471854508,"Tlaxcala",111.12
"958",29,2018,0.00823672971323978,0,5,22,0.539585579111271,5054.33472222222,0.5,0.0222222222222222,-0.00187435022136653,0.00758275471854508,0.00758275471854508,"Tlaxcala",116.27
"959",29,2018,0.00823672971323978,0,5,22,0.539585579111271,5054.33472222222,0.5,0.0222222222222222,-0.00187435022136653,0.00758275471854508,0.00758275471854508,"Tlaxcala",124.55
"960",29,2018,0.00823672971323978,0,5,22,0.539585579111271,5054.33472222222,0.5,0.0222222222222222,-0.00187435022136653,0.00758275471854508,0.00758275471854508,"Tlaxcala",131.74
"961",29,2019,0.0102669404517454,0,6,29,0.54281484855386,4971.29216539717,0.5,0.0222222222222222,0.000155860517139065,0.0108120241611345,0.0108120241611345,"Tlaxcala",97.61
"962",29,2019,0.0102669404517454,0,6,29,0.54281484855386,4971.29216539717,0.5,0.0222222222222222,0.000155860517139065,0.0108120241611345,0.0108120241611345,"Tlaxcala",104.09
"963",29,2019,0.0102669404517454,0,6,29,0.54281484855386,4971.29216539717,0.5,0.0222222222222222,0.000155860517139065,0.0108120241611345,0.0108120241611345,"Tlaxcala",111.12
"964",29,2019,0.0102669404517454,0,6,29,0.54281484855386,4971.29216539717,0.5,0.0222222222222222,0.000155860517139065,0.0108120241611345,0.0108120241611345,"Tlaxcala",116.27
"965",29,2019,0.0102669404517454,0,6,29,0.54281484855386,4971.29216539717,0.5,0.0222222222222222,0.000155860517139065,0.0108120241611345,0.0108120241611345,"Tlaxcala",124.55
"966",29,2019,0.0102669404517454,0,6,29,0.54281484855386,4971.29216539717,0.5,0.0222222222222222,0.000155860517139065,0.0108120241611345,0.0108120241611345,"Tlaxcala",131.74
"967",29,2020,0.00924269528920692,0,6,24,0.539387564282375,5333.50964842717,0.5,0.0222222222222222,-0.000868384645399397,0.00738473988964916,0.00738473988964916,"Tlaxcala",97.61
"968",29,2020,0.00924269528920692,0,6,24,0.539387564282375,5333.50964842717,0.5,0.0222222222222222,-0.000868384645399397,0.00738473988964916,0.00738473988964916,"Tlaxcala",104.09
"969",29,2020,0.00924269528920692,0,6,24,0.539387564282375,5333.50964842717,0.5,0.0222222222222222,-0.000868384645399397,0.00738473988964916,0.00738473988964916,"Tlaxcala",111.12
"970",29,2020,0.00924269528920692,0,6,24,0.539387564282375,5333.50964842717,0.5,0.0222222222222222,-0.000868384645399397,0.00738473988964916,0.00738473988964916,"Tlaxcala",116.27
